Time,Direction,car,motorbike,bus,truck
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
11:25:57,UP,0,0,0,0
11:25:57,DOWN,0,0,0,0
11:25:57,RIGHT,0,0,0,0
11:25:57,LEFT,0,0,0,0
