Time,Direction,car,motorbike,bus,truck
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
11:25:58,UP,0,0,0,0
11:25:58,DOWN,0,0,0,0
11:25:58,RIGHT,0,0,0,0
11:25:58,LEFT,0,0,0,0
